Sample Name,Origin,4°C,16°C,30°C,40°C,Ethanol (5% v/v),Ethanol 7% v/v,Ethanol 9% v/v,Ethanol 10% v/v,Ethanol 11% v/v,Ethanol 12% v/v,NaCl (250mM),NaCl (500mM),NaCl (1000mM),KCl (500mM),KCl (1000mM),KCl (1500mM),Maltose (10°C),Maltose (39°C),Ethanol (10°C),Ethanol (39°C),Fructose (10°C),Fructose (39°C),Sucrose (10°C),Sucrose (39°C),Glucose (10°C),Glucose (39°C),"Actidione (0,2 mg/L)","Actidione (0,4 mg/L)","Actidione (0,5 mg/L)",Lysine,Sucrose (20°C),Fructose (20°C),Ethanol (20°C),Maltose (20°C),Galactose (20°C),Glycerol (20°C),Melibiose (20°C),Sorbitol (20°C),Copper (0.075mM),Cadmium (0.3mM),Cadmium (0.4mM),Cadmium (0.5mM),Glucose (46%),Glucose (48%),Glucose (50%),Sorbitol (46%),Sorbitol (48%),Sorbitol (50%),Acetic acid (50mM),Acetic acid (75mM),Acetic acid (100mM),Levulinic acid (25mM),Levulinic acid (50mM),Levulinic acid (75mM),Formic acid (25mM),Formic acid (50mM),Formic acid (75mM),Ethanol production (%v/v),Sporulation efficiency,Spore viability,"Sulfite (1,5mM)","Sulfite (2,25mM)","Sulfite (3,0mM)",Maltose (liquid),Maltotriose (liquid),Acetaldehyde,Ethyl acetate,Ethyl propionate,Propyl acetate,Isobutyl acetate,Ethyl butyrate,Isobutanol,Isoamyl acetate,Butanol,Isoamyl alcohol,Ethyl hexanoate,Ethyl octanoate,Ethyl decanoate,Phenyl ethyl acetate,Phenyl ethanol,Flocculation,POF
BE077,Beer,-0.466,-0.076,0.893,-1.022,-1.631,-0.842,-1.081,-0.943,-0.91,-0.792,-0.626,-0.62,-0.363,0.799,1.588,1.451,1.295,0.196,0.631,-0.539,0.298,0.902,-0.957,0.944,-0.581,0.751,-0.645,-0.382,-0.341,0.191,0.982,-0.376,1.306,3.18,0.069,0.094,0.745,-0.019,-1.058,0.689,1.633,2.209,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,-0.976,-1.237,-0.875,-0.606,-0.165,-0.771,1.089,-1.537,-0.632,0.145,-1.223,-0.819,-1.245,-0.717,-0.441,0.336,0.785,0.002,0.837,2.135,0.363,-0.51,0.752,-1.255,-0.315,-0.063,-0.336,-0.707,-0.147,-0.388,-0.278,-0.266,-0.584,1.078
BE078,Beer,0.264,0.168,-0.153,-1.022,-0.954,-1.205,-1.081,-0.943,-0.91,-0.792,-0.885,-0.62,-0.363,0.243,0.131,-0.492,-0.264,-1.105,-1.007,-0.539,-0.808,0.531,-0.194,-1.245,0.448,0.069,-0.645,-0.382,-0.341,0.191,-0.35,-0.576,-0.931,-0.09,0.63,-0.198,0.752,-0.378,-1.058,1.493,0.791,-0.361,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,0.478,-1.067,-0.875,-0.869,-1.431,-0.836,1.089,-0.836,-0.632,-0.982,-1.223,-0.819,-1.33,-0.717,-0.441,-0.069,0.598,-0.215,0.987,0.228,0.456,-0.277,0.176,-0.484,-0.024,-0.21,-0.84,-0.686,-0.134,-0.394,-0.085,-0.366,0.039,1.078
BE079,Beer,-0.466,0.531,0.123,1.528,-0.139,-0.516,-0.081,-0.679,-0.318,-0.232,-0.748,-0.62,-0.363,0.203,-0.068,0.805,0.135,0.847,-1.007,-0.539,-0.415,0.902,-0.148,0.944,0.397,1.583,-0.645,-0.382,-0.341,0.191,0.857,-0.247,0.529,0.28,0.762,-0.781,0.963,-0.092,-1.058,-1.52,-1.091,-0.78,-0.537,-0.61,-0.443,-0.779,-0.558,-0.451,-0.14,-1.237,-0.875,-2.182,-0.293,-0.836,-2.206,-1.537,-0.632,-1.005,0.053,-0.819,0.536,-0.076,-0.441,0.18,0.79,0.632,1.426,3.047,0.936,0.626,1.791,-1.255,0.373,0.983,2.126,-0.348,-0.02,-0.373,-0.502,-0.71,0.039,-0.922
BE080,Beer,0.819,-0.233,-0.888,-0.312,-0.74,-0.57,-0.436,-0.273,-0.72,-0.621,2.638,2.49,0.286,-0.753,-0.608,-0.183,-0.706,-0.678,-0.262,-0.539,-0.809,-0.454,-0.178,-0.166,1.088,-0.295,-0.645,-0.382,-0.341,0.191,-0.454,-0.507,-0.743,-0.7,0.245,0.7,0.755,0.885,-1.058,0.81,0.692,0.954,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,1.381,0.281,1.761,0.812,0.756,2.491,0.209,0.962,0.623,0.826,-1.223,-0.819,0.586,-0.655,-0.441,-0.039,0.63,-0.623,0.597,-0.241,0.282,-0.164,1.07,-1.255,0.366,0.094,-0.086,0.963,1.392,1.32,0.242,-0.411,-0.584,1.078
BE081,Beer,-0.466,-0.374,-0.304,-1.022,-0.534,-0.71,-0.608,-0.824,-0.759,-0.558,-0.6,-0.62,-0.363,0.584,0.895,1.162,-0.19,1.178,-1.007,-0.539,-0.594,0.902,-0.715,0.944,-0.552,1.215,-0.645,-0.382,-0.341,0.191,0.075,0.264,0.109,-0.27,0.164,-1.097,-1.517,-1.471,-1.058,1.051,1.93,2.388,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,0.347,-0.993,-0.875,0.452,-0.612,-0.253,0.715,-0.402,-0.632,-0.794,0.489,-0.819,-1.33,-0.717,-0.441,0.503,1.001,-0.533,0.946,1.577,0.736,0.192,0.694,0.214,0.067,-0.053,-0.26,0.08,0.352,-0.266,-0.275,-0.803,-0.584,1.078
BE082,Beer,-0.466,0.16,0.182,-1.022,-0.745,-1.118,-0.979,-0.943,-0.737,-0.699,-0.609,-0.62,-0.363,-0.529,-0.501,-0.403,-1.068,-1.105,-1.007,-0.539,-1.469,-1.66,-0.633,-1.537,-1.084,-1.307,-0.645,-0.382,-0.341,0.191,0.757,0.811,0.553,-0.19,0.642,-1.069,-1.19,-0.901,-1.058,-1.641,-1.091,-0.78,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,0.275,-1.237,-0.875,-1.344,-1.473,-0.836,-1.182,-1.537,-0.632,-0.324,-1.223,-0.819,-1.33,-0.717,-0.441,0.849,0.959,-0.487,-1.03,0.613,2.16,-0.8,0.269,-0.149,-0.951,-0.353,-0.643,-0.675,-0.132,-0.374,-0.741,0.378,1.908,-0.922
BE083,Beer,1.818,1.551,-0.03,-0.931,0.15,0.187,0.635,0.02,1.967,1.586,0.23,-0.245,-0.363,-0.68,0.779,3.822,1.338,0.182,1.314,-0.539,-0.636,-1.172,-0.493,-1.264,1.894,-1.194,-0.645,-0.382,-0.341,0.191,1.295,0.19,2.182,-0.01,0.954,0.568,0.929,1.086,-1.058,0.609,-0.844,-0.78,2.053,0.606,-0.138,2.864,1.058,0.751,-0.356,-0.049,0.357,0.055,0.863,1.593,-0.471,-0.156,-0.525,1.237,0.209,0.993,1.103,-0.586,-0.441,0.629,1.017,-0.444,0.533,0.173,0.353,0.499,0.98,-1.255,0.568,-0.075,1.055,0.535,-0.019,-0.342,0.805,0.6,-0.584,1.078
BE084,Beer,1.147,-1.284,-0.563,-1.022,-0.21,-0.296,-0.018,-0.359,1.227,0.993,-0.015,-0.258,-0.363,-0.67,0.477,1.886,1.015,-0.724,0.891,-0.539,-0.636,-1.202,-0.831,-1.264,-0.282,-1.21,-0.645,-0.382,-0.341,0.191,0.728,-0.005,0.758,-0.03,0.954,0.68,1.246,1.304,-0.921,0.207,-1.091,-0.78,0.519,-0.162,-0.138,2.787,0.47,0.27,0.032,-0.006,0.003,0.361,0.679,1.097,-0.776,-1.537,-0.039,1.343,0.333,1.308,0.647,-0.717,-0.441,0.142,0.89,-0.533,1.374,0.726,1.205,1.104,1.697,1.003,1.577,0.201,1.336,0.98,0.441,-0.191,0.928,0.399,-0.584,1.078
BE085,Beer,-0.006,-0.565,-0.247,0.45,-0.48,-0.375,0.273,0.058,0.528,0.276,0.456,1.153,0.592,-0.078,-0.037,-0.447,1.009,1.498,2.184,1.6,1.396,0.902,1.171,0.944,0.33,1.879,-0.523,-0.382,-0.341,0.191,-0.018,0.244,-0.029,-0.71,0.954,1.479,1.356,1.134,-1.058,0.408,-0.943,-0.78,-0.824,-0.61,-0.443,-0.469,-0.558,-0.451,-0.879,-0.499,-0.547,-1.331,-0.422,-0.443,-0.968,-1.086,-0.632,-0.054,-0.476,0.336,-0.277,-0.717,-0.441,-1.125,-1.478,-0.568,1.541,-0.201,1.375,1.308,2.166,0.562,2.145,0.326,1.535,1.101,1.044,0.082,1.35,0.277,-0.584,1.078
BE086,Beer,-0.466,-0.133,-0.183,1.528,-1.505,-1.111,-0.188,0.217,0.362,0.824,3.106,4.564,5.869,0.609,0.393,-1.147,-1.068,1.058,-1.007,-0.539,-0.344,0.902,-0.356,0.944,-0.145,1.879,-0.232,-0.382,-0.341,0.191,-0.317,0.594,-1.954,-1.63,-3.114,-1.649,-1.517,-1.471,-0.538,2.055,2.673,3.165,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,1.083,0.74,1.408,0.196,-1.485,-0.836,0.038,1.25,0.087,0.345,-1.223,-0.819,-1.208,-0.717,-0.441,0.408,-1.478,-0.286,-0.564,-0.651,0.07,-0.756,0.536,0.718,-0.718,0.088,-0.226,-0.069,-0.102,-0.355,-0.25,0.738,1.285,1.078
BE087,Beer,-0.466,0.483,0.324,-1.022,-0.057,0.517,-0.973,-0.798,-0.91,-0.792,-0.532,-0.208,-0.363,0.76,1.449,-0.6,-0.206,-1.105,-1.007,-0.539,-0.61,-0.659,-0.749,-1.537,0.041,-0.259,-0.645,-0.382,-0.341,0.191,-0.985,-0.975,-1.954,-0.02,-3.114,-1.649,-1.517,-1.471,-1.058,0.448,1.98,1.551,-0.728,-0.482,-0.443,-0.779,-0.558,-0.451,-2.811,-1.237,-0.875,-2.182,-1.551,-0.836,-2.054,-1.537,-0.531,-1.146,-1.223,-0.819,-1.246,-0.717,-0.441,0.375,1.017,-0.251,-0.92,-0.342,0.462,-0.722,-0.164,-1.255,-0.808,-0.218,-0.655,-0.853,-0.259,-0.37,-0.659,-0.484,-0.584,1.078
BE088,Beer,1.252,-0.388,-0.862,-1.022,0.067,0.077,0.624,0.57,1.454,1.936,0.793,-0.164,-0.363,-0.229,-0.522,-0.857,-0.145,-1.105,4.818,-0.539,4.106,-1.66,3.286,-1.537,4.134,-1.307,0.21,-0.382,-0.341,0.191,1.153,1.415,0.45,0.02,0.817,-0.578,0.964,-0.562,-1.058,1.212,1.286,1.073,-0.201,-0.29,-0.443,-0.779,-0.558,-0.451,-2.811,-1.237,-0.875,-2.182,-1.551,-0.836,-2.206,-1.537,-0.632,-1.287,-1.223,-0.819,-1.33,-0.717,-0.441,-0.565,0.426,0.146,-0.872,2.036,0.444,-0.845,0.4,-0.335,-0.717,0.089,-0.106,-0.828,-0.12,-0.345,0.045,1.794,0.662,-0.922
BE089,Beer,-0.466,-1.058,-1.254,-1.022,-0.626,-0.489,-0.175,-0.108,0.392,0.473,0.528,0.987,-0.363,-0.285,-0.448,0.19,-0.536,-1.105,2.271,-0.539,2.843,-1.66,2.254,-1.537,0.421,-1.307,-0.645,-0.382,-0.341,0.191,0.301,0.345,0.854,-0.38,0.954,-0.265,1.191,0.159,-1.003,0.93,1.286,-0.122,0.662,-0.162,-0.24,-0.779,-0.558,-0.451,-1.629,-1.237,-0.875,-2.182,-1.551,-0.836,-2.206,-1.537,-0.632,-1.087,-1.223,-0.819,-1.221,-0.717,-0.441,-0.057,0.357,-0.166,-0.198,2.316,0.692,-0.587,0.463,1.001,-0.187,0.149,0.258,-0.788,-0.129,-0.225,0.88,2.184,0.039,-0.922
BE090,Beer,-0.466,0.321,0.041,-1.022,-0.346,-0.914,-0.976,-0.802,-0.722,-0.696,-0.77,-0.62,-0.363,0.331,0.108,0.327,0.188,-1.105,-1.007,-0.539,-0.217,-0.832,-0.718,-1.537,-0.447,0.468,-0.645,-0.382,-0.341,0.191,0.698,-0.218,0.361,0.14,0.18,-1.649,-1.291,-1.294,0.31,2.256,0.692,0.894,-0.489,-0.61,-0.443,-0.779,-0.558,-0.451,0.27,-1.176,-0.875,-0.388,-0.037,-0.836,1.057,-0.172,-0.632,-0.254,-0.476,-0.609,-0.469,-0.717,-0.441,0.859,-1.478,0.179,-0.453,-0.601,0.09,-0.04,0.397,-1.255,-0.676,0.002,-1.015,-0.889,-0.383,-0.346,-0.556,-0.426,1.908,-0.922
BE091,Beer,0.482,-0.258,-0.664,1.528,-0.324,0.154,0.402,0.586,1.037,1.44,1.485,1.919,-0.363,-0.697,-0.586,0.577,-1.068,0.804,-1.007,-0.232,0.123,0.902,-1.038,0.944,2.279,1.017,-0.645,-0.382,-0.341,0.191,-0.947,-0.694,-1.275,-1.43,0.123,-0.536,-0.706,-0.232,-0.839,0.649,0.296,0.655,-0.824,-0.61,-0.443,-0.624,-0.558,-0.451,0.573,0.355,0.667,1.357,1.4,0.662,0.436,-0.633,-0.632,0.497,-0.788,0.31,-0.255,-0.717,-0.441,0.859,1.017,-0.387,-0.007,0.446,0.52,-0.198,0.765,0.089,0.392,0.002,0.312,0.517,0.733,0.102,1.116,0.848,2.531,1.078
BE092,Beer,-0.098,-0.859,-0.786,1.528,-0.369,-0.284,0.078,0.643,1.004,1.531,0.216,0.521,0.313,-0.625,-0.377,0.965,1.283,1.498,-0.259,-0.286,1.757,0.902,1.307,0.944,0.264,0.437,-0.535,-0.382,-0.341,0.191,-0.169,0.555,-0.651,-0.23,-0.036,0.624,0.877,0.25,1.624,-0.034,0.345,0.416,0.567,0.414,-0.443,-0.159,-0.558,-0.451,0.473,1.109,1.406,0.178,0.254,1.403,0.309,-0.488,0.49,0.767,1.111,1.807,0.658,0.288,-0.441,0.526,1.017,-0.699,1.177,0.697,0.677,0.405,1.005,-1.069,0.532,-0.031,0.152,0.395,0.284,-0.267,0.198,-0.378,-0.584,1.078
BE093,Beer,-0.466,-0.463,-0.749,-1.022,-0.897,-0.841,-0.94,-0.874,-0.822,-0.792,-0.885,-0.62,-0.363,-2.288,-2.571,-1.294,-1.068,-1.105,-0.308,-0.539,-0.407,-1.66,-1.016,-1.537,-0.855,-1.27,-0.645,-0.382,-0.341,-4.007,0.229,0.148,-0.304,0.08,0.621,-1.106,-1.01,-1.471,0.611,-1.761,-1.091,-0.78,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,-1.467,-1.237,-0.875,-2.182,-1.551,-0.836,-2.206,-1.537,-0.496,-1.017,-1.223,-0.819,-1.33,-0.717,-0.441,0.613,0.827,-0.546,1.657,-0.228,0.729,2.992,0.648,1.34,1.848,-0.137,0.432,-0.616,-0.234,-0.394,1.195,1.615,-0.584,1.078
BE094,Beer,-0.466,-0.612,-0.606,-0.802,-0.581,-0.958,-0.974,-0.872,-0.377,-0.611,-0.885,-0.62,-0.363,-0.404,-0.743,-0.483,0.242,-1.105,0.18,-0.539,-0.71,-0.798,-0.315,-1.011,-0.388,-0.545,-0.645,-0.382,-0.341,0.191,0.17,-0.216,0.293,0.03,0.73,-0.571,0.144,-0.123,0.119,0.85,0.543,0.655,-0.728,-0.482,-0.443,-0.779,-0.558,-0.451,-2.444,-1.237,-0.875,-1.032,-1.032,-0.836,-1.453,-1.344,-0.632,-0.935,0.177,-0.819,0.019,-0.717,-0.441,0.859,1.017,-0.163,1.268,-0.395,0.776,1.624,0.904,-1.076,0.494,0.143,-0.359,-0.756,-0.305,-0.413,-0.282,-0.933,1.285,-0.922
BE098,Beer,-0.466,0.365,0.842,-1.022,0.165,-0.492,-1.009,-0.847,-0.788,-0.66,-0.885,-0.62,-0.363,0.514,0.571,-1.51,-1.068,-1.105,-1.007,-0.539,-1.06,-1.66,-1.1,-1.537,-0.905,-1.307,-0.645,-0.382,-0.341,0.191,-1.503,-0.626,-0.494,-0.12,0.275,-1.649,-0.463,-1.471,-0.839,-1.761,-1.091,-0.78,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,-2.644,-1.169,-0.875,0.313,-0.795,-0.836,-0.679,0.769,-0.299,-0.512,-1.223,-0.819,-1.22,-0.717,-0.441,-0.837,0.086,-0.307,0.023,1.011,0.269,0.034,0.917,-1.072,-0.162,-0.122,0.276,-0.646,0.03,-0.383,-0.325,0.142,0.662,-0.922
BE099,Beer,-0.466,2.615,2.71,-0.612,0.236,-0.04,-0.745,-0.943,-0.91,-0.792,-0.885,-0.62,-0.363,-3.64,-2.829,-1.51,-0.376,-0.522,0.344,-0.539,-0.779,0.83,-1.096,0.944,0.368,1.879,-0.645,-0.382,-0.341,0.191,0.056,-0.714,0.318,0.19,0.694,-1.649,0.044,-1.471,-1.058,0.247,-0.646,-0.242,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,-2.584,-1.164,-0.875,0.676,0.582,-0.836,-0.249,-0.168,-0.632,-0.16,0.644,-0.819,-1.167,-0.717,-0.441,0.021,0.607,-0.055,-0.403,0.34,0.336,-0.016,0.599,-1.053,-0.724,0.264,-0.498,-0.78,-0.316,-0.401,-0.634,-0.662,2.531,-0.922
BE100,Beer,-0.466,1.958,2.78,-1.022,1.824,2.198,1.289,0.736,-0.642,-0.504,-0.885,-0.62,-0.363,-3.64,-2.829,-1.51,1.93,-0.77,0.075,-0.539,-0.943,0.902,0.948,0.944,0.362,1.879,-0.645,-0.382,-0.341,0.191,-0.022,-0.724,-0.391,0.09,0.694,-1.649,0.044,-1.471,-1.058,-1.641,-0.794,-0.6,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,-2.811,-1.237,-0.875,-2.182,-1.551,-0.836,-2.206,-1.537,-0.632,-1.111,-1.223,-0.819,0.431,-0.624,-0.441,0.456,0.308,-0.375,0.566,-0.308,0.563,0.266,0.915,-0.893,0.675,0.072,0.705,-0.734,-0.115,-0.378,-0.329,-0.817,0.662,-0.922
BE101,Beer,-0.466,1.09,0.922,-0.92,-0.465,0.04,-1.081,-0.943,-0.91,-0.792,1.449,1.42,0.128,-1.453,-1.56,-1.364,-0.338,-0.879,-0.053,-0.539,-0.982,-0.126,-1.184,-0.614,1.696,0.955,-0.645,-0.382,-0.341,0.191,-1.891,1.008,0.204,0.88,0.649,0.076,0.655,0.171,0.31,-1.48,-0.893,-0.78,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,-0.066,-0.136,-0.875,1.106,0.932,-0.836,-0.155,-0.814,-0.632,-1.111,-0.694,-0.819,-0.435,-0.65,-0.441,0.278,0.133,-1.018,-2.554,-2.58,-0.929,-1.775,-1.293,-1.255,-1.652,-4.386,-2.707,-1.531,-2.132,-0.519,-1.085,-1.612,1.285,-0.922
BE102,Beer,5.355,1.367,1.449,0.699,1.202,1.091,0.579,0.619,-0.189,-0.502,-0.69,-0.62,-0.363,-0.633,-0.759,-1.219,0.935,1.159,1.289,1.211,0.241,0.902,-0.164,-0.535,3.236,1.416,0.419,2.376,2.888,0.191,-0.799,-1.004,-0.738,-0.52,0.023,-0.987,-0.679,-0.7,0.995,-0.717,-0.299,-0.66,-0.345,-0.61,-0.443,-0.004,-0.558,-0.451,0.98,0.776,1.04,0.654,1.593,0.968,0.806,-0.203,-0.632,0.298,0.489,1.15,0.558,-0.677,-0.441,-0.147,0.218,-0.569,0.703,-0.826,0.839,1.034,0.956,2.223,1.056,0.342,0.518,0.968,0.945,0.322,0.923,0.818,-0.584,-0.922
BI001,Bioethanol,-0.466,-0.742,-0.652,1.528,0.27,0.409,0.733,0.807,0.504,-0.386,1.558,1.077,2.791,-0.251,-0.158,-0.056,0.952,1.498,-0.541,3.513,1.166,0.902,0.85,0.944,0.133,1.486,2.258,3.571,4.241,4.389,-0.648,-0.558,-0.752,-0.54,-0.62,1.713,1.665,1.765,1.159,0.77,-0.051,0.177,0.039,-0.354,-0.443,0.616,0.323,-0.451,1.147,1.384,0.104,0.91,0.856,1.534,0.438,1.111,1.225,1.706,1.454,1.807,0.906,1.641,0.835,0.173,-1.478,-0.542,-0.459,-1.353,-0.929,0.806,0.159,0.173,-0.045,-0.729,-0.573,0.177,-0.269,-0.269,0.285,0.016,-0.584,1.078
BI002,Bioethanol,2.149,-0.554,-0.722,0.871,-0.228,0.142,-0.084,-0.035,-0.531,-0.792,0.11,-0.62,-0.363,0.005,0.195,0.632,1.443,0.039,1.509,0.505,1.079,-0.264,1.277,0.903,1.37,0.062,-0.533,-0.382,-0.341,0.191,-0.507,-0.937,-0.152,-0.52,0.655,1.507,2.284,1.639,1.679,1.011,1.732,1.193,1.909,2.269,2.708,1.314,2.232,3.397,0.266,0.107,0.539,-0.099,-0.266,-0.091,0.574,0.459,-0.632,-0.137,1.516,1.807,1.044,1.125,-0.293,0.538,-1.478,-0.413,-0.986,-1.321,-0.929,-0.728,-1.293,-0.356,0.112,-0.479,-0.083,0.291,0.025,-0.299,-0.29,-0.447,-0.584,1.078
BI003,Bioethanol,0.741,-0.68,-0.722,1.528,0.244,0.433,1.089,1.617,1.816,1.866,0.382,0.845,0.175,0.005,0.195,0.632,0.234,1.498,-0.586,1.391,0.476,0.902,0.667,0.944,0.979,1.879,2.464,4.855,4.935,0.191,-0.64,-0.967,-1.32,-0.73,0.615,1.674,2.403,1.843,-0.155,0.77,-0.299,-0.003,0.806,0.734,-0.138,1.159,1.645,0.992,0.278,0.729,0.91,0.434,0.62,1.714,0.209,0.7,0.949,2.023,1.423,1.807,0.203,0.364,-0.39,0.506,-1.478,-0.523,-0.523,-0.527,-0.929,0.047,-1.293,0.111,-0.594,-0.536,-0.734,0.22,0.157,-0.25,-0.198,-0.372,-0.584,1.078
BI004,Bioethanol,4.216,-0.182,-0.232,1.528,0.216,0.373,1.007,1.434,1.407,1.412,0.282,0.589,-0.363,0.46,-0.291,-0.129,1.534,1.498,-0.592,2.006,1.032,0.902,0.768,0.944,1.495,1.879,2.326,4.441,5.231,0.191,-0.828,-0.773,-1.04,-0.47,0.824,2.182,2.674,2.072,0.31,1.453,0.395,0.535,1.382,0.606,0.269,2.012,2.232,0.03,0.651,0.183,1.336,1.157,0.722,1.182,-0.383,0.951,0.635,1.765,0.893,1.807,0.364,0.737,-0.146,0.446,-1.478,-0.514,-0.743,-1.085,-0.929,0.203,0.371,0.082,-0.511,-0.696,-0.783,0.466,0.386,-0.29,-0.186,-0.484,-0.584,1.078
BI005,Bioethanol,1.126,0.161,0.329,0.953,-1.114,-0.889,-0.545,-0.401,-0.91,-0.792,-0.496,-0.62,-0.363,-0.907,-1.226,-0.928,1.937,0.176,-0.096,-0.308,1.694,0.32,2.197,0.334,2.247,0.442,-0.118,-0.382,-0.341,0.191,0.203,-0.236,0.155,-0.33,0.954,1.746,2.891,1.466,1.679,1.453,2.574,2.926,2.149,3.036,4.334,1.546,2.967,2.194,-0.533,-0.6,1.246,-0.9,-1.551,-0.836,1.089,1.375,1.66,1.096,0.676,1.807,0.816,1.701,1.336,-0.705,-1.478,0.208,-1.512,-1.323,-0.929,-1.316,-1.293,-0.304,-0.837,-0.438,0.216,0.363,0.572,-0.292,-0.519,-0.371,-0.584,1.078
BR001,Bread,0.462,-0.628,-0.792,0.06,-0.358,-0.302,-0.187,-0.121,-0.497,-0.692,1.352,1.269,0.128,0.009,0.374,0.829,0.4,0.314,-0.453,2.491,0.056,0.591,-0.218,0.944,0.125,0.298,0.531,-0.021,0.095,0.191,-0.697,-0.786,-0.43,-0.39,0.881,1.433,0.361,1.621,0.31,0.408,-0.497,-0.72,0.902,-0.418,-0.341,-0.547,-0.558,-0.451,0.903,1.148,1.366,1.134,0.419,1.308,0.948,1.037,1.814,-0.183,1.018,0.33,-0.074,-0.717,-0.441,0.093,0.688,-0.065,0.773,-0.345,-0.929,1.182,-1.293,0.482,0.577,0.271,0.558,-0.26,-1.675,-0.205,0.817,0.621,-0.584,1.078
BR002,Bread,-0.466,-0.685,-1.352,0.569,0.491,0.594,0.323,0.736,-0.606,-0.619,0.525,0.513,-0.363,-3.64,-2.829,-1.51,-0.138,0.408,0.321,-0.357,-0.223,-0.336,-0.484,-0.294,0.294,-0.406,-0.372,-0.382,-0.341,0.191,-0.804,-0.94,-0.199,-0.32,0.911,1.606,-0.713,1.618,-0.729,-0.195,-0.299,-0.6,0.231,0.03,-0.341,0.306,-0.117,-0.211,0.234,0.933,0.791,0.335,0.277,1.132,0.819,0.749,2.13,-0.307,0.271,0.822,-0.106,-0.717,-0.441,0.239,0.849,-0.232,1.072,0.41,0.83,2.01,-1.293,0.508,1.163,-0.061,0.561,-0.372,-1.699,-0.301,0.769,0.071,-0.584,1.078
BR003,Bread,-0.466,-0.844,-0.722,-0.873,0.787,0.369,0.492,0.865,0.231,-0.141,1.304,0.589,0.128,-3.64,-2.829,-1.51,1.505,0.551,-0.007,0.16,0.286,-0.401,0.068,-0.289,-0.258,-0.621,2.918,3.02,3.248,0.191,-0.935,-0.911,-0.504,-0.33,0.738,1.396,-0.614,1.407,-0.182,-0.275,-1.042,-0.72,-0.057,-0.354,-0.443,-0.159,-0.117,-0.451,0.98,1.24,1.148,0.741,0.323,0.16,0.485,0.822,2.317,-0.412,0.644,0.986,-0.183,-0.717,-0.441,0.304,0.34,0.351,-1.397,-0.918,-0.929,-1.128,-1.293,-0.313,-1.254,-0.612,-0.938,-0.854,-1.944,-0.311,-1.085,-0.539,-0.584,1.078
BR004,Bread,0.4,-0.708,-0.652,1.528,-0.14,-0.228,0.236,0.451,-0.05,0.054,-0.155,-0.091,-0.363,-3.64,-2.829,-1.51,1.134,1.227,-0.396,0.682,0.296,0.902,0.423,0.944,0.327,0.365,0.489,-0.068,-0.057,0.191,-0.769,-0.888,-0.821,-0.33,0.636,1.501,-0.29,1.494,-0.729,0.609,0.642,0.057,0.471,-0.418,-0.443,0.461,-0.117,-0.451,0.535,1.083,1.396,0.442,0.025,0.931,1.013,0.979,2.711,-0.272,0.769,0.822,-0.4,-0.717,-0.441,-0.559,0.213,-0.449,0.08,-0.699,0.177,0.572,0.045,0.214,-0.067,-0.502,-0.577,1.106,-0.896,0.358,-0.279,-0.773,-0.584,1.078
LA001,Laboratory,2.336,1.021,1.589,0.367,-0.658,-0.591,-0.432,-0.475,-0.768,-0.792,-0.496,-0.62,-0.363,-0.633,-0.158,0.235,-1.068,0.884,-0.065,-0.22,-0.828,0.384,0.523,0.424,0.998,0.499,1.396,0.253,0.234,0.191,-0.18,-0.437,0.218,-0.51,-0.852,1.87,2.048,1.658,1.679,0.488,0.642,-0.242,0.567,0.478,0.065,1.081,0.03,-0.451,-0.403,0.53,1.117,-0.083,-0.153,0.248,0.65,1.018,1.143,-1.169,1.111,1.807,0.49,-0.717,-0.441,0.859,-1.478,-0.116,0.337,1.043,-0.929,-0.164,1.06,1.092,0.481,4.894,5.1,1.031,1.032,-0.034,0.343,0.395,-0.584,-0.922
LA002,Laboratory,-0.466,1.319,1.996,1.223,0.717,1.228,-0.484,-0.66,-0.91,-0.792,1.852,3.316,0.861,0.381,0.823,1.986,-1.068,-1.105,-1.007,-0.539,-0.738,0.902,-0.956,0.753,-0.884,1.026,1.597,-0.382,-0.341,-4.007,1.063,0.933,-0.692,-1.63,-1.075,0.545,-1.517,0.555,1.131,0.247,0.246,-0.003,1.67,1.949,0.472,1.314,0.47,0.751,-1.203,-1.197,-0.875,1.357,1.774,-0.045,0.213,0.137,-0.302,0.122,1.267,1.807,1.092,0.8,-0.441,-3.688,-1.478,-0.611,-1.724,-1.711,-0.929,-1.425,-1.293,-0.737,-1.26,-1.546,-1.456,-0.111,-0.959,0.727,-1.085,-0.878,-0.584,1.078
