N,K,P,run,sampler,time,load_min_ess,load_mean_ess,load_med_ess,prec_min_ess,prec_mean_ess,prec_med_ess
100.0,4.0,100.0,3.0,ortho,247.975,145.83215429039254,980.4455964760763,923.1082361962951,2315.341901610572,3684.4489863639783,3774.9752994873243
100.0,4.0,100.0,3.0,gibbs,38.39,137.27498445454128,741.3106574944077,750.6419102774923,713.6653315759249,1416.4881786827498,1466.993492776245
100.0,4.0,100.0,3.0,hmc,106.139,154.16466961309368,464.29287531778397,446.43183492237574,582.0954513268114,1265.263434945598,1308.149458289774
100.0,4.0,100.0,3.0,old,87.096,18.93025591936534,251.883357448058,221.56249917079788,248.3080539791061,1255.1383631151139,1282.5945533890854
500.0,4.0,100.0,3.0,ortho,1229.115,71.82191798671764,442.463976015264,349.2924199555285,1702.3572494539276,3919.032168305974,3985.1943876909254
500.0,4.0,100.0,3.0,gibbs,170.542,60.44187167424036,752.8155842451166,756.5014456904157,721.4658026562885,1561.7779783751532,1593.517997684386
500.0,4.0,100.0,3.0,hmc,508.49800000000005,123.51394599923863,554.4954563845405,556.8681368473476,987.3203091302865,1566.7440534657103,1610.28865646909
500.0,4.0,100.0,3.0,old,1846.822,7.154820712137532,206.84908934530537,130.80622735306798,197.28771422766874,1550.2793826695902,1668.5034997256262
1000.0,4.0,100.0,3.0,ortho,2474.278,26.644976803631888,209.6147373878118,134.36150949020447,1458.3108507030654,4102.156531924566,4229.8221890974055
1000.0,4.0,100.0,3.0,gibbs,339.943,33.69280760538702,755.161804927094,739.3029327988176,941.9654213177694,1609.08615770377,1634.6280303847504
1000.0,4.0,100.0,3.0,hmc,1038.938,67.63202243727646,404.78557501625596,374.9227760230155,861.7832956109705,1547.7680795203883,1582.3546247734
1000.0,4.0,100.0,3.0,old,9378.577,11.599322192891508,194.71234961874754,97.45138980759248,122.19446825897799,1668.3452458776542,1774.8064349043009
50.0,1.0,1000.0,3.0,ortho,206.347,28.016519015229015,633.0795344329101,284.00910511655286,3095.696038378042,4086.186958295112,4119.519504146918
50.0,1.0,1000.0,3.0,gibbs,38.457,426.9605428777587,1552.8540939343993,1604.220331706369,922.4771248767896,1585.312121264734,1608.5488573914226
50.0,1.0,1000.0,3.0,hmc,79.432,346.3033511246691,919.4038342807027,905.7777190618813,862.3152383575774,1577.8971252894987,1599.6606860085876
50.0,1.0,1000.0,3.0,old,127.11499999999998,71.10045587106917,1875.1116094059828,2013.4877803430602,1280.0704238077642,1964.3546434762488,1972.85331470492
100.0,1.0,1000.0,3.0,ortho,379.343,20.47690155771756,511.1250632162432,181.81782255768894,3142.940606084497,4302.734249617393,4332.940465461716
100.0,1.0,1000.0,3.0,gibbs,65.671,51.36511445101684,1226.427650543694,1436.303220412254,950.9481989637816,1593.222445232162,1616.47476193075
100.0,1.0,1000.0,3.0,hmc,152.182,114.12850956031005,654.1454568367568,684.2043315442795,1066.596804911902,1588.09583286557,1609.5653649344404
100.0,1.0,1000.0,3.0,old,472.211,27.024836830396147,1553.6110133514308,1904.1336354313175,1203.1848844807516,1989.5049606538616,2006.3253256345738
500.0,1.0,1000.0,3.0,ortho,1780.755,28.723410243898826,598.3323959580979,340.7004774124299,2601.401863377896,4255.8656659258095,4285.480654732609
500.0,1.0,1000.0,3.0,gibbs,308.915,4.928655649517707,646.6404092910477,258.0041323800003,934.1252773172391,1607.3027104816451,1638.15277155288
500.0,1.0,1000.0,3.0,hmc,736.839,7.9510280933086825,327.6491688768033,295.94988012664817,716.3845752459287,1606.916942427965,1629.8114522815192
500.0,1.0,1000.0,3.0,old,18730.74,4.004843386792265,651.8999746889491,69.65737869018076,1259.7753118015792,2001.2124410596612,2028.021386444414
1000.0,1.0,1000.0,3.0,ortho,3575.819,13.14983865467202,308.69054433699654,124.5840504599506,3111.5126568877936,4283.137620039889,4319.524729124629
1000.0,1.0,1000.0,3.0,gibbs,622.201,3.7025499650772433,372.74161440783814,36.386437684090765,885.41543425767,1616.6193496003254,1643.5398922051631
1000.0,1.0,1000.0,3.0,hmc,1496.29,3.824761022868904,135.39453622707774,38.595867483302534,946.4107101929991,1602.238026203132,1635.9856662757538
1000.0,1.0,1000.0,3.0,old,75742.329,1.908378277350399,260.4820058561731,6.442122303587066,1086.508494231631,1912.446267066155,1922.6449215455864
50.0,2.0,1000.0,3.0,ortho,252.29099999999997,6.744508272026748,370.46101151656524,258.32703459066494,2909.049623141657,3852.6710897047583,3880.701569099073
50.0,2.0,1000.0,3.0,gibbs,47.649,130.7708077269839,348.9545323287721,265.7737148142737,931.4251301899002,1566.8064699933873,1594.0219503008705
50.0,2.0,1000.0,3.0,hmc,102.288,127.87389359131568,192.97232638001535,172.85270212005543,834.3814128534257,1480.7373894409611,1510.0504940916858
50.0,2.0,1000.0,3.0,old,158.865,38.55743383102348,124.09139283393216,55.65656677837383,1143.624099375347,1951.2202156116941,1973.2496975439622
100.0,2.0,1000.0,3.0,ortho,517.398,8.680129664924596,331.44995357238327,136.3912702090704,2952.3262414240603,4119.786304333419,4128.021546270731
100.0,2.0,1000.0,3.0,gibbs,79.562,160.4760192630667,279.46176598021856,203.78175700365182,872.0428547596414,1544.6114667328038,1567.9341920256404
100.0,2.0,1000.0,3.0,hmc,214.708,112.84718465049897,191.22225844965496,164.76964986594845,699.5943821082108,1548.4439669867288,1574.017098435591
100.0,2.0,1000.0,3.0,old,518.647,29.90045716680746,98.80212459057243,45.661365254662556,1317.6935621630341,1953.9559362640034,1971.3781839857377
500.0,2.0,1000.0,3.0,ortho,2117.033,2.460361796822562,245.30237015717458,23.831977834140616,3371.025433661592,4324.984306907307,4363.121631219989
500.0,2.0,1000.0,3.0,gibbs,350.6,20.297437116233755,128.20687678730545,43.94008713311719,917.6057555360192,1626.182620124779,1653.368069631094
500.0,2.0,1000.0,3.0,hmc,972.9780000000001,6.124849452419187,42.75630430716787,16.993741259907278,902.2869920411217,1594.9471142055065,1617.154949496167
500.0,2.0,1000.0,3.0,old,19177.517,2.5902748864329515,33.73484733907929,14.620674497014276,1045.2414383458793,1947.2046112222738,1963.3644084234274
1000.0,2.0,1000.0,3.0,ortho,4034.2290000000003,4.2558874411723115,171.69260140648825,27.987562826474758,2903.462696032568,4322.137907108887,4358.369851170176
1000.0,2.0,1000.0,3.0,gibbs,720.617,3.6492890543627725,70.02836977473982,8.339200632507339,999.1966572395714,1605.923809200251,1628.546634505753
1000.0,2.0,1000.0,3.0,hmc,1857.91,5.996726321327424,60.071019653681226,23.726699078374324,799.3338083108679,1613.4755456481091,1640.4062350813015
1000.0,2.0,1000.0,3.0,old,83956.434,2.2406995093884996,54.79404543486597,6.518861542875981,1130.4022473448051,1971.535656327459,1983.2589402075605
50.0,4.0,1000.0,3.0,ortho,492.567,2.5695791012942037,50.96153859125376,15.199655067012296,276.34690787975103,3066.172377880479,3193.534923905441
50.0,4.0,1000.0,3.0,gibbs,79.967,566.9732395120508,1420.3829399498018,1451.6769137244937,485.29631905078315,1448.3596301742787,1492.353653866047
50.0,4.0,1000.0,3.0,hmc,186.687,125.76948497303205,678.0081927317337,666.8911265372263,53.12769172724839,1245.4047518402338,1280.5174930843434
50.0,4.0,1000.0,3.0,old,257.069,204.19101087545275,1322.4413681921951,1419.0456489689686,343.09253239141873,1689.122159813408,1756.8082401322413
100.0,4.0,1000.0,3.0,ortho,866.175,3.371204518578006,90.7557367411291,79.94822063184819,754.9634739703804,3460.396935760925,3582.9041662901227
100.0,4.0,1000.0,3.0,gibbs,128.868,180.71340115920847,861.1279391708974,864.0250030585134,820.8104376320334,1549.9275845802913,1572.6864577803917
100.0,4.0,1000.0,3.0,hmc,410.477,27.034433085537426,153.61764944843912,143.59016733083536,360.6105274789359,1356.8696861573105,1400.2369086060596
100.0,4.0,1000.0,3.0,old,863.566,21.488998659264716,399.61987099159694,345.5876346634148,802.1087442445769,1838.5112483152736,1872.5584819900187
500.0,4.0,1000.0,3.0,ortho,3901.217,2.005329345056728,47.70992168155491,26.95061015279035,2320.9213348427515,4169.226119235677,4235.384101264486
500.0,4.0,1000.0,3.0,gibbs,571.444,13.461267805890575,209.5466073711637,186.4679541212226,820.7214575435593,1608.9024655086866,1634.6505304379161
500.0,4.0,1000.0,3.0,hmc,1746.442,5.797486143413729,26.274691250758003,23.282348379731374,649.5581532034578,1553.7524188012706,1592.3333424649768
500.0,4.0,1000.0,3.0,old,25575.65,7.2138459634979055,105.22248926686551,88.59112913880227,399.8571723462321,1942.7386001734576,1968.1881950488091
1000.0,4.0,1000.0,3.0,ortho,8933.599,2.31418306256625,81.09010170898253,44.668637893262584,2027.2663754570708,4201.578679824526,4263.267170726414
1000.0,4.0,1000.0,3.0,gibbs,1102.562,9.245934602841489,221.31457691075676,112.89404978429451,703.1662269858804,1621.365406441624,1651.3009408579858
1000.0,4.0,1000.0,3.0,hmc,3343.788,4.493795323404158,33.41442135981955,20.700985509369616,883.8929009828122,1593.7583420552103,1622.6727970454758
1000.0,4.0,1000.0,3.0,old,111920.09999999999,4.081450503225672,84.94974417999512,21.402325582150297,966.0109680024881,2030.7224685655337,2056.87614765241
